Customer Name (E&P),Sales (C),Quantity (C),Discount (C),Profit (C)
Nona Balk,15.712,4,0.2,5.6956
Giulietta Dortch,8.448,2,0.2,2.64
Giulietta Dortch,728.946,9,0.4,-157.9383
Clytie Kelty,119.94,10,0.4,15.992
Clytie Kelty,3.648,2,0.7,-2.7968
Nat Gilpin,40.48,2,0,15.7872
Nat Gilpin,9.94,2,0,3.0814
Nat Gilpin,107.424,9,0.2,33.57
Nat Gilpin,37.91,1,0,10.9939
Nat Gilpin,88.02,3,0,27.2862
Christina Anderson,8.69,5,0.8,-14.773
Sylvia Foulston,301.96,2,0,87.5684
Sylvia Foulston,555.21,5,0.1,178.901
Sylvia Foulston,523.48,4,0,130.87
Sylvia Foulston,161.82,9,0,46.9278
Meg O'Connel,35.56,7,0,12.0904
Annie Thurman,97.16,2,0,28.1764
Logan Currie,15.24,5,0.2,5.1435
Logan Currie,13.23,3,0,6.0858
Fred McMath,243.384,3,0.2,-51.7191
Fred McMath,119.8,5,0.2,29.95
Fred McMath,300.768,4,0.2,30.0768
Brian Dahlen,17.88,3,0.2,2.4585
Brian Dahlen,235.944,3,0.2,85.5297
Denny Joy,392.94,3,0,43.2234
Max Engle,18.882,3,0.7,-13.8468
Max Engle,122.328,3,0.2,12.2328
Rick Bensley,1049.2,5,0,272.792
Rick Bensley,15.424,4,0.2,5.0128
Justin Deggeller,18.84,3,0,6.0288
John Lee,330.4,2,0,85.904
John Lee,26.25,7,0,12.6
Sean Christensen,132.52,4,0,54.3332
Tamara Willingham,6.48,1,0,3.1752
Chuck Clark,209.3,2,0,56.511
Barry Blumstein,31.56,5,0.2,9.8625
Barry Blumstein,30.144,2,0.2,3.0144
Anthony Rawles,14.8,4,0,6.068
Anthony Rawles,302.376,3,0.2,22.6782
Anthony Rawles,316,4,0,31.6
Steven Roelle,379.4,10,0,178.318
Allen Rosenblatt,97.82,2,0,45.9754
Allen Rosenblatt,103.12,8,0,10.312
Craig Reiter,113.552,2,0.2,8.5164
Craig Reiter,3.318,2,0.7,-2.6544
Craig Reiter,134.288,2,0.2,45.3222
Eugene Hildebrand,701.372,2,0.3,-50.098
Eugene Hildebrand,2.308,2,0.8,-3.462
Cassandra Brandow,999.432,7,0.2,124.929
Cassandra Brandow,724.08,14,0.2,-135.765
Cassandra Brandow,918.785,5,0.3,-118.1295
Cassandra Brandow,2.724,3,0.8,-4.2222
Sibella Parks,459.95,5,0,18.398
Roy Collins,10.74,3,0,5.2626
Tiffany House,23.76,3,0.2,2.079
Tiffany House,85.056,3,0.2,28.7064
Tiffany House,381.576,3,0.2,28.6182
Resi Pölking,30.36,5,0.2,8.7285
Meg O'Connel,23.976,3,0.6,-14.3856
Meg O'Connel,108.925,1,0.5,-71.8905
Meg O'Connel,36.352,8,0.2,11.36
Tamara Dahlen,19.56,5,0.2,1.7115
Rob Beeghly,61.44,3,0,16.5888
Rob Beeghly,38.9,5,0,17.505
Rob Beeghly,99.39,3,0,40.7499
Carol Darley,2.688,3,0.8,-7.392
Carol Darley,27.816,3,0.2,4.5201
Carol Darley,82.524,3,0.6,-41.262
Carol Darley,182.994,3,0.8,-320.2395
Doug Jacobs,14.352,3,0.2,4.6644
Doug Jacobs,64.96,2,0,2.5984
Doug Jacobs,68.6,4,0,18.522
Grant Thornton,7999.98,4,0.5,-3839.9904
Grant Thornton,167.44,2,0.2,14.651
Michael Chen,479.97,3,0,163.1898
Michael Chen,14.62,2,0,6.8714
Michael Chen,19.44,3,0,9.3312
Ralph Arnett,191.984,2,0.2,4.7996
Naresj Patel,104.01,1,0,14.5614
Naresj Patel,284.82,1,0,74.0532
Naresj Patel,36.84,3,0,10.3152
Alan Barnes,166.24,1,0,24.936
Alan Barnes,33.4,5,0,16.032
Jesus Ocampo,198.272,8,0.2,17.3488
Jesus Ocampo,47.36,4,0.2,17.76
Jesus Ocampo,200.984,7,0.2,62.8075
Jesus Ocampo,97.696,4,0.2,31.7512
Jesus Ocampo,2.696,1,0.2,0.8088
Jesus Ocampo,18.588,2,0.7,-13.6312
Jesus Ocampo,4.896,3,0.7,-3.4272
Dorris liebe,15.072,3,0.2,4.1448
Alejandro Savely,209.88,3,0,35.6796
Jay Kimmel,369.912,3,0.2,-13.8717
Brad Norvell,10.368,2,0.2,3.6288
Brad Norvell,166.84,5,0.2,18.7695
Brad Norvell,15.216,1,0.2,2.2824
David Philippe,119.96,4,0,52.7824
David Philippe,883.92,5,0.2,-110.49
David Philippe,46.72,8,0.2,15.768
Tracy Hopkins,55.48,1,0,26.6304
Arthur Prichep,24.448,4,0.2,8.8624
Roland Schwarz,281.34,6,0,109.7226
Roland Schwarz,307.98,2,0,89.3142
Roland Schwarz,299.97,3,0,113.9886
Dorris liebe,19.92,5,0.2,6.972
Seth Vernon,9.94,2,0,3.0814
Kelly Collister,103.056,3,0.2,24.4758
Christine Kargatis,59.808,3,0.2,19.4376
Christine Kargatis,73.32,6,0,21.996
Ross DeVincentis,146.82,3,0,73.41
Michael Paige,1652.94,3,0,231.4116
Michael Paige,296.37,3,0,80.0199
Mathew Reese,129.92,5,0.2,21.112
Steve Chapman,45.584,7,0.2,5.1282
Jay Fein,17.568,2,0.2,6.3684
Jay Fein,55.992,1,0.2,5.5992
Emily Grady,182.72,8,0,84.0512
Emily Grady,400.032,2,0.4,-153.3456
Emily Grady,33.63,3,0,10.089
Emily Grady,542.646,3,0.1,102.4998
Emily Grady,6.3,2,0,3.024
Darrin Sayre,242.94,3,0,9.7176
Darrin Sayre,179.97,3,0,86.3856
Darrin Sayre,99.696,6,0.2,33.6474
Darrin Sayre,27.936,4,0.2,9.4284
Darrin Sayre,84.98,1,0,18.6956
Darrin Sayre,18.72,5,0.2,6.552
Gary Zandusky,49.98,2,0,8.4966
Phillina Ober,11.784,3,0.2,4.2717
Phillina Ober,272.736,3,0.2,-64.7748
Phillina Ober,3.54,2,0.8,-5.487
Sung Shariari,51.52,5,0.2,-10.948
Sung Shariari,3.528,1,0.2,1.1466
Sung Shariari,4.624,1,0.2,1.6762
Sung Shariari,55.168,4,0.2,6.2064
Maya Herman,567.12,10,0.2,-28.356
Maya Herman,359.32,4,0,7.1864
Peter Bühler,11.992,1,0.2,0.8994
Roland Fjeld,58.05,3,0,26.703
Roland Fjeld,157.74,11,0,56.7864
Roland Fjeld,56.98,7,0,22.792
Roland Fjeld,2.88,1,0,1.4112
Yoseph Carroll,1199.976,3,0.2,374.9925
Melanie Seite,79.92,4,0,28.7712
Nona Balk,383.438,4,0.45,-167.3184
Debra Catini,24.56,2,0,6.8768
Debra Catini,119.8,4,0,47.92
Christine Phan,13.128,3,0.2,4.2666
Barry Französisch,22.72,4,0,10.224
Andrew Roberts,58.32,9,0,27.9936
Julie Creighton,12.39,3,0,5.6994
Lisa Hazard,107.982,3,0.4,-26.9955
Chris Selesnick,11.36,2,0,5.3392
Chris Selesnick,50.94,3,0,25.47
Chris Selesnick,646.74,6,0,258.696
Chris Selesnick,5.64,3,0,2.7072
Chris Selesnick,572.58,6,0,34.3548
Anthony Johnson,310.88,2,0.2,23.316
Laurel Elliston,641.96,2,0,179.7488
Benjamin Venier,18.28,2,0,9.14
Benjamin Venier,207,3,0,51.75
Benjamin Venier,32.35,5,0,16.175
Benjamin Venier,7.71,1,0,3.4695
Benjamin Venier,40.3,2,0,10.881
Benjamin Venier,34.58,7,0,14.5236
Dan Lawera,32.76,7,0.2,3.6855
Nick Zandusky,544.008,3,0.2,40.8006
Nick Zandusky,59.94,3,0,28.1718
Nick Zandusky,23.92,4,0,11.7208
Nick Zandusky,4.28,1,0,1.926
Bryan Mills,32.07,5,0.7,-22.449
Bryan Mills,24,2,0.2,-2.7
Bryan Mills,35.49,1,0.5,-15.6156
Bryan Mills,47.984,2,0.2,0.5998
Erin Ashbrook,186.69,3,0,87.7443
Clay Ludtke,17.456,2,0.2,5.8914
Liz Thompson,348.928,2,0.2,34.8928
Sue Ann Reed,143.96,4,0,69.1008
Sue Ann Reed,15.42,1,0,4.1634
Sue Ann Reed,43.04,8,0,21.0896
Sue Ann Reed,332.94,3,0,79.9056
Joe Kamberova,1363.96,5,0.2,85.2475
Erica Smith,9.96,2,0,4.5816
Erica Smith,21.72,4,0,10.6428
Rick Hansen,20.16,7,0,9.8784
David Bremer,132.79,7,0,63.7392
David Bremer,12.96,2,0,6.2208
David Bremer,21.56,7,0,10.3488
Carlos Daly,283.92,5,0.2,17.745
Helen Wasserman,22.23,1,0,7.3359
Helen Wasserman,215.968,2,0.2,18.8972
Helen Wasserman,355.32,9,0,99.4896
Mike Caudle,12.96,2,0,6.2208
Gary McGarr,18.28,2,0,6.2152
Russell Applegate,43.176,3,0.2,4.3176
Russell Applegate,1983.968,4,0.2,247.996
Allen Armold,28.4,2,0,11.076
Allen Armold,149.97,3,0,50.9898
Zuschuss Carroll,11.52,4,0,3.2256
Zuschuss Carroll,1298.55,5,0,311.652
Zuschuss Carroll,213.92,4,0,62.0368
Zuschuss Carroll,25.78,2,0,2.578
Pauline Johnson,18.28,2,0,6.2152
Pauline Johnson,1399.93,7,0,601.9699
Bart Watters,51.84,8,0,24.8832
Dean Braden,5.344,1,0.2,1.8704
Cynthia Arntzen,41.472,8,0.2,14.5152
Cynthia Arntzen,3.168,3,0.7,-2.4288
Cynthia Arntzen,1228.465,5,0.3,0
Cynthia Arntzen,31.086,3,0.7,-22.7964
Cynthia Arntzen,335.52,4,0.2,117.432
Toby Ritter,239.97,3,0,71.991
Toby Ritter,9.82,2,0,4.8118
Patrick Gardner,67.8,4,0,4.068
Patrick Gardner,167.97,3,0,40.3128
Greg Tran,35,7,0,16.8
Greg Tran,37.24,4,0,10.7996
Greg Tran,15.28,2,0,7.4872
Joel Eaton,301.96,2,0,90.588
Joel Eaton,180.66,3,0,50.5848
Joel Eaton,191.98,2,0,51.8346
Joel Eaton,65.99,1,0,17.1574
Jennifer Braxton,35.216,2,0.2,2.6412
Jennifer Braxton,23.696,2,0.2,6.5164
Jennifer Braxton,265.475,1,0.5,-111.4995
Lisa Hazard,51.184,4,0.8,-79.3352
James Lanier,9.664,2,0.2,3.2616
Ed Braxton,21.072,3,0.2,1.5804
Brian Moss,60.45,3,0,16.3215
Brian Moss,11.52,4,0,3.3408
Brian Moss,186.048,4,0.2,9.3024
Eudokia Martin,37.44,4,0.2,11.7
Eudokia Martin,26.976,4,0.2,8.7672
Eudokia Martin,11.36,2,0,3.2944
Eudokia Martin,14.62,2,0,6.8714
Art Foster,83.72,7,0,23.4416
Art Foster,287.94,3,0,77.7438
Guy Armstrong,48.896,4,0.2,8.5568
Cyma Kinney,115.36,7,0,49.6048
Dave Poirier,5.16,2,0,1.3416
Dave Poirier,38.88,6,0,18.6624
Valerie Dominguez,185.88,6,0,50.1876
Greg Tran,44.46,2,0,14.6718
Greg Tran,242.94,3,0,9.7176
Berenike Kampe,39.96,2,0,18.7812
Berenike Kampe,102.3,10,0,26.598
Berenike Kampe,21.36,2,0,5.7672
Sanjit Jacobs,7.61,1,0,3.5767
Sanjit Jacobs,7.16,2,0,3.58
Chuck Magee,7.36,2,0,0.1472
Chuck Magee,23.1,2,0,10.626
Anthony Johnson,191.472,6,0.2,40.6878
Anthony Johnson,5.248,2,0.2,0.5904
Anthony Johnson,59.184,2,0.2,5.1786
Anthony Jacobs,2.89,1,0,1.3583
Anthony Jacobs,51.94,1,0,21.2954
Linda Southworth,15.936,4,0.2,5.1792
Guy Phonely,44.91,6,0.7,-35.928
Paul Knutson,1141.47,5,0.7,-760.98
Paul Knutson,280.782,3,0.4,-46.797
Tracy Blumstein,34.44,3,0,17.22
Sally Matthias,11.36,2,0,5.2256
Sally Matthias,106.344,7,0.2,37.2204
Guy Armstrong,192.16,5,0.2,67.256
Chuck Clark,322.59,3,0,64.518
Chuck Clark,29.99,1,0,13.1956
Chuck Clark,371.97,3,0,66.9546
Anthony Garverick,5.892,4,0.7,-4.1244
Harold Pawlan,68.472,3,0.2,23.1093
Harold Pawlan,1242.9,5,0.1,262.39
Dave Kipp,30.84,2,0,8.3268
Gary Zandusky,13.48,4,0,5.9312
Peter McVee,31.4,5,0,10.048
Lauren Leatherbury,17.46,2,0,5.9364
Jill Stevenson,13.944,3,0.2,4.5318
Olvera Toch,83.76,12,0,1.6752
Ed Ludwig,37.66,7,0,18.4534
Cyma Kinney,34.68,6,0,16.9932
Jeremy Ellison,149.95,5,0,14.995
Jeremy Ellison,51.312,3,0.2,18.6006
Tracy Hopkins,4.54,1,0,2.043
Tracy Hopkins,15.92,4,0,5.4128
Tracy Hopkins,543.92,8,0,135.98
Pamela Coakley,155.82,7,0,42.0714
Pamela Coakley,70.008,3,0.2,24.5028
Hunter Lopez,15.648,2,0.2,5.0856
Maribeth Schnelling,103.6,7,0,51.8
George Bell,46.96,8,0,22.5408
Justin Ritter,8.904,2,0.7,-6.5296
Tamara Dahlen,10.44,5,0.2,3.393
Tamara Dahlen,18.336,4,0.8,-32.088
Dave Brooks,323.976,3,0.2,20.2485
Logan Currie,20.04,3,0,9.6192
Logan Currie,64.96,2,0,2.5984
Logan Currie,12.96,2,0,6.2208
Patrick O'Donnell,323.136,4,0.2,12.1176
Patrick O'Donnell,90.93,7,0,2.7279
Patrick O'Donnell,52.776,3,0.2,19.791
Bill Eplett,1199.8,4,0,323.946
Bill Eplett,1928.78,7,0,829.3754
Bill Eplett,352.38,2,0,81.0474
Sample Company A,22.2,6,0,9.102
Brian Moss,46.94,1,0,19.2454
Brian Moss,143.73,9,0,56.0547
Kelly Lampkin,99.918,2,0.3,-18.5562
Kelly Lampkin,797.944,4,0.3,-56.996
Kelly Lampkin,8.568,3,0.8,-14.5656
Rob Williams,149.352,3,0.2,50.4063
Rob Williams,12.992,1,0.2,-0.812
Roy Collins,24.56,2,0,6.8768
Sanjit Engle,85.14,3,0,34.9074
Sanjit Engle,21.99,1,0,10.5552
Sanjit Engle,406.6,5,0,113.848
Adam Hart,841.568,2,0.2,294.5488
Jessica Myrick,15.552,3,0.2,5.4432
Jessica Myrick,252,5,0.2,53.55
Joel Jenkins,46.2,4,0,12.936
Joel Jenkins,28.84,2,0,9.5172
Alan Barnes,14.592,3,0.2,2.5536
Alan Barnes,89.856,3,0.2,21.3408
Alan Barnes,13.872,3,0.2,5.0286
Ralph Kennedy,12.192,3,0.2,4.1148
Catherine Glotzbach,45.056,8,0.2,15.2064
Catherine Glotzbach,29.718,6,0.7,-21.7932
Catherine Glotzbach,15.552,3,0.2,5.4432
Catherine Glotzbach,447.696,2,0.2,33.5772
Ruben Ausman,159.99,1,0,54.3966
Rachel Payne,12.96,2,0,6.2208
Rachel Payne,134.48,4,0,34.9648
Karen Carlisle,17.12,2,0,8.0464
Rob Williams,6.096,2,0.2,2.2098
Rob Williams,1114.272,4,0.2,41.7852
John Lucas,32.4,5,0,15.552
John Lucas,540.57,3,0,140.5482
John Lucas,167.76,5,0.2,62.91
Cynthia Arntzen,393.165,3,0.5,-204.4458
Ross Baird,516.488,7,0.2,-12.9122
Ross Baird,1007.232,6,0.2,75.5424
Ross Baird,2065.32,12,0.4,-619.596
Ross Baird,15.552,3,0.2,5.4432
Ross Baird,25.344,6,0.2,7.92
Katherine Hughes,25.472,4,0.2,7.6416
Greg Hansen,27.168,2,0.2,2.7168
Greg Hansen,78.8528,2,0.32,-11.596
Scott Williamson,173.8,5,0,43.45
Joseph Airdo,29.592,1,0.2,2.5893
Joseph Airdo,4.752,2,0.7,-3.168
Joseph Airdo,15.552,3,0.2,5.6376
Daniel Lacy,204.6,2,0,53.196
Lindsay Williams,321.568,2,0.2,28.1372
Thomas Brumley,6.24,2,0,3.0576
Cynthia Voltz,21.88,2,0,10.94
Maribeth Schnelling,4.608,2,0.2,1.6704
Bryan Spruell,9.82,2,0,4.8118
Bryan Spruell,35.97,3,0,9.7119
Bryan Spruell,12.96,2,0,6.2208
Bryan Spruell,191.6,4,0,91.968
Bryan Spruell,8.64,3,0,4.2336
Bryan Spruell,501.81,3,0,0
Delfina Latchford,127.104,6,0.2,28.5984
Delfina Latchford,124.2,3,0.4,-31.05
Delfina Latchford,18.588,2,0.7,-13.6312
Delfina Latchford,30.072,3,0.2,10.1493
Phillina Ober,160.93,7,0,3.2186
Phillina Ober,75.792,3,0.2,25.5798
Tamara Dahlen,1.08,2,0.7,-0.792
Bart Watters,3059.982,2,0.1,679.996
Robert Waldorf,3.282,2,0.7,-2.6256
Ken Brennan,34.02,3,0,16.6698
Emily Burns,599.292,6,0.1,93.2232
Tracy Zic,3.392,1,0.2,0.8056
Tracy Zic,559.984,2,0.2,55.9984
Tracy Zic,603.92,5,0.2,75.49
Ann Steele,7.968,2,0.2,2.5896
Ann Steele,27.968,4,0.2,9.4392
Ann Steele,336.51,3,0.4,44.868
Toby Swindell,1.112,2,0.8,-1.8904
John Grady,520.05,5,0,72.807
John Grady,17.97,3,0,5.2113
Sara Luxemburg,1166.92,5,0.2,131.2785
Troy Staebel,14.624,2,0.2,5.484
Roland Fjeld,10.23,3,0,4.9104
Roland Fjeld,154.9,5,0,69.705
Mitch Willingham,2715.93,7,0,1276.4871
Mitch Willingham,617.97,3,0,173.0316
Rob Dowd,10.67,1,0,4.9082
Rob Dowd,36.63,3,0,9.8901
Rob Dowd,24.1,5,0,9.158
Rob Dowd,33.11,7,0,12.9129
Frank Merwin,44.02,2,0,11.4452
Rick Hansen,2309.65,7,0,762.1845
Rick Hansen,1090.782,7,0.4,-290.8752
Rick Hansen,19.44,3,0,9.3312
Ryan Akin,484.65,3,0,92.0835
Joe Kamberova,115.296,3,0.2,40.3536
Meg Tillman,7.08,3,0.2,2.478
Meg Tillman,4.401,3,0.7,-3.5208
Patrick O'Brill,44.75,5,0,20.585
Annie Thurman,95.984,2,0.2,5.999
Vivek Gonzalez,151.72,4,0,27.3096
Philip Fox,155.25,3,0,46.575
Philip Fox,14.03,1,0,4.0687
John Stevenson,1618.37,13,0,356.0414
John Stevenson,99.6,1,0,36.852
Meg O'Connel,32.4,5,0,15.552
Kalyca Meade,13.96,2,0,6.7008
Kalyca Meade,155.82,3,0,63.8862
Kalyca Meade,124.95,5,0,2.499
Kalyca Meade,601.65,5,0,156.429
Greg Tran,22.74,3,0,8.8686
Greg Tran,1267.53,3,0,316.8825
Greg Tran,1379.92,8,0,648.5624
Philip Brown,6.208,2,0.2,2.1728
Hallie Redmond,11.808,2,0.2,4.2804
Deanra Eno,15.552,3,0.2,5.4432
Deanra Eno,63.312,3,0.2,20.5764
Deanra Eno,15.588,2,0.4,-9.8724
Laura Armstrong,177.2,5,0,83.284
Laura Armstrong,197.97,3,0,57.4113
Laura Armstrong,854.94,3,0,213.735
Laura Armstrong,124.11,9,0,52.1262
Laura Armstrong,14.4,5,0,7.056
Allen Goldenen,15.696,3,0.2,5.1012
Allen Goldenen,2.628,2,0.7,-1.9272
Allen Goldenen,14.427,3,0.7,-10.5798
Ed Ludwig,86.62,2,0,8.662
Jennifer Jackson,36.624,3,0.2,13.734
Jennifer Halladay,23.968,7,0.2,2.6964
Jennifer Halladay,28.728,3,0.2,1.7955
Robert Dilbeck,697.16,4,0,146.4036
Mary O'Rourke,31.86,2,0,11.151
Mary O'Rourke,722.352,3,0.2,90.294
Noel Staavos,8.84,5,0.2,2.9835
Noel Staavos,58.464,9,0.8,-146.16
Steve Nguyen,254.604,14,0.3,-18.186
Zuschuss Carroll,1363.96,5,0.2,85.2475
Zuschuss Carroll,102.36,3,0.2,-3.8385
Lena Creighton,1113.504,12,0.2,125.2692
Lena Creighton,99.99,1,0,37.9962
Deirdre Greer,168.464,2,0.2,-29.4812
Deirdre Greer,6.72,2,0.2,2.436
Deirdre Greer,282.888,9,0.2,56.5776
Nicole Fjeld,11.16,2,0,4.3524
Nicole Fjeld,108.4,2,0,22.764
Nicole Fjeld,82.344,3,0.2,27.7911
Nicole Fjeld,9.088,4,0.2,3.2944
Ben Peterman,19.936,4,0.2,7.2268
Ben Peterman,65.568,2,0.2,22.9488
Matthew Grinstein,4.416,3,0.2,1.6008
Julia Dunbar,107.772,2,0.3,-29.2524
Theresa Swint,45.216,3,0.2,4.5216
Theresa Swint,10.416,7,0.2,-2.2134
Theresa Swint,7.872,3,0.2,1.2792
Theresa Swint,118.782,3,0.4,-27.7158
Theresa Swint,1.448,1,0.2,0.2353
Theresa Swint,55.47,5,0.7,-46.225
Brian DeCherney,194.848,4,0.2,12.178
Charles McCrossin,1.744,1,0.2,-0.3488
Ross Baird,25.176,4,0.7,-18.4624
Skye Norling,19.46,7,0,5.0596
Erica Hernandez,29.472,3,0.2,9.9468
Frank Olsen,8.64,2,0.2,3.024
Maurice Satty,6.27,5,0.7,-4.598
Maurice Satty,4.368,7,0.7,-3.3488
Maurice Satty,31.984,2,0.2,1.999
Chad Cunningham,40.88,7,0,10.6288
Don Weiss,119.96,2,0,33.5888
Don Weiss,31.44,3,0,8.4888
Don Weiss,6.88,1,0.2,2.322
Bill Tyler,19.92,4,0,9.3624
Bill Tyler,1106.91,9,0,121.7601
Karen Daniels,836.592,8,0.4,-264.9208
Karen Daniels,26.38,1,0,12.1348
Karen Daniels,362.92,2,0,105.2468
Karen Daniels,4899.93,7,0,2400.9657
Lena Cacioppo,6.48,1,0,3.1104
Craig Yedwab,71.976,3,0.2,7.1976
Craig Yedwab,3.15,1,0,1.512
Lindsay Williams,31.984,2,0.2,1.999
Lindsay Williams,71.984,2,0.2,25.1944
Naresj Patel,120.15,9,0,33.642
Naresj Patel,219.184,2,0.2,19.1786
Brad Thomas,28.9,5,0,14.161
Brad Thomas,355.96,2,0,103.2284
Penelope Sewall,348.208,7,0.2,30.4682
Penelope Sewall,35.784,7,0.7,-28.6272
Noel Staavos,447.84,5,0.2,11.196
Paul Van Hugh,7.04,4,0,2.0416
Paul Van Hugh,8.73,3,0,4.1031
Paul Van Hugh,29.29,1,0,9.6657
Paul Van Hugh,8.64,3,0,2.5056
Resi Pölking,2.694,3,0.8,-4.7145
Resi Pölking,2.934,3,0.8,-4.9878
Neoma Murray,22.92,3,0,11.2308
Eric Hoffmann,100.704,6,0.2,-16.3644
Eric Hoffmann,2.328,2,0.6,-0.7566
Eric Hoffmann,10.78,5,0.8,-17.248
Eric Hoffmann,58.368,12,0.2,21.888
Eric Hoffmann,40.968,3,0.2,13.8267
Eric Hoffmann,71.96,5,0.2,25.186
Eric Hoffmann,10.368,2,0.2,3.6288
Eric Hoffmann,1.192,2,0.8,-2.0264
Russell Applegate,46.672,2,0.2,16.3352
Russell Applegate,119.833,1,0.15,-12.6882
Russell Applegate,119.98,2,0,57.5904
Dionis Lloyd,6.3,2,0,3.024
Christine Sundaresam,279.9,5,0,137.151
Christine Sundaresam,619.95,5,0,111.591
Christine Sundaresam,4.36,2,0,2.0492
Christine Sundaresam,15.28,2,0,7.4872
Hunter Lopez,699.93,7,0,181.9818
Hunter Lopez,22.96,7,0,6.6584
Hunter Lopez,38.6,4,0,11.58
Hunter Lopez,6.63,3,0,1.7901
Hunter Lopez,23.34,3,0,10.9698
Hunter Lopez,1067.94,3,0,224.2674
Pete Armstrong,10.16,1,0,2.6416
Pete Armstrong,101.88,6,0,50.94
Brian Dahlen,343.92,4,0,75.6624
Brian Dahlen,40.99,1,0,20.0851
Brian Dahlen,63.9,5,0,28.755
Greg Guthrie,19.44,3,0,9.3312
Joni Sundaresam,124.608,4,0.2,-23.364
Joni Sundaresam,7.56,3,0.2,2.646
Lena Radford,85.224,3,0.2,7.4571
Frank Hawley,287.52,8,0,129.384
Frank Hawley,37.68,2,0,10.5504
Frank Hawley,19.98,2,0,8.991
Frank Hawley,20.58,7,0,5.5566
Frank Hawley,17.38,2,0,8.69
Arthur Prichep,204.6,2,0,53.196
Arthur Prichep,8.72,4,0,2.8776
Arthur Prichep,6.48,1,0,3.1104
Arthur Prichep,686.32,2,0.2,223.054
Arthur Prichep,62.18,1,0,16.7886
Nat Carroll,644.076,2,0.1,107.346
Nat Carroll,5.84,2,0,2.628
Nat Carroll,12.76,2,0,5.8696
Nat Carroll,10.95,1,0,0.438
Nat Carroll,599.98,2,0,209.993
Claudia Bergmann,8.352,6,0.2,1.2528
Kelly Lampkin,3.64,2,0,1.638
Kelly Lampkin,159.768,7,0.2,53.9217
Penelope Sewall,122.48,2,0,0
Penelope Sewall,2244.48,7,0,493.7856
Penelope Sewall,62.31,3,0,29.2857
Penelope Sewall,455.1,2,0,100.122
George Bell,195.184,1,0.2,19.5184
Alex Avila,362.94,3,0,90.735
Alex Avila,11.54,2,0,5.77
Larry Tron,53.94,3,0,15.6426
Anne Pryor,9.99,1,0,4.5954
Anne Pryor,125.76,3,0.2,40.872
Anne Pryor,25.32,5,0.2,9.1785
Paul MacIntyre,46.8,4,0,21.06
Kelly Collister,447.93,9,0,49.2723
Delfina Latchford,109.48,2,0,33.9388
Delfina Latchford,272.94,3,0,0
Delfina Latchford,19.44,3,0,9.3312
Delfina Latchford,31.92,4,0,8.2992
Scott Williamson,22.38,2,0,10.7424
Allen Armold,16.52,5,0.2,5.5755
Liz Thompson,5.176,4,0.8,-7.764
Dave Poirier,50.112,6,0.2,16.2864
Adam Bellavance,27.93,3,0,8.0997
Alyssa Tate,11.56,4,0,5.4332
Joel Eaton,172.5,2,0,51.75
Joel Eaton,179.97,3,0,44.9925
Cathy Armstrong,258.696,3,0.2,64.674
Dave Brooks,1322.93,7,0,357.1911
Dave Brooks,3.76,2,0,1.0904
Rob Beeghly,21.744,1,0.2,7.3386
Rob Beeghly,7.92,5,0.2,0.693
Harold Ryan,12.096,7,0.2,4.2336
Harold Ryan,485.88,6,0,9.7176
Harold Ryan,25.92,4,0,12.4416
Harold Ryan,197.58,2,0,53.3466
Bradley Talbott,81.92,4,0,22.1184
Bradley Talbott,889.536,8,0.2,66.7152
Bradley Talbott,892.224,3,0.2,89.2224
Bradley Talbott,223.92,4,0,109.7208
Bradley Talbott,23.12,4,0,11.3288
Nat Gilpin,15.552,3,0.2,5.4432
Nat Gilpin,15.712,4,0.2,2.5532
Nat Gilpin,24.672,2,0.2,2.1588
Nat Gilpin,55.968,1,0.2,-2.0988
Zuschuss Carroll,431.928,9,0.2,64.7892
Zuschuss Carroll,95.984,4,0.3,-4.1136
Zuschuss Carroll,1088.792,4,0.8,-1850.9464
Linda Southworth,544.008,3,0.2,40.8006
Linda Southworth,1.872,3,0.7,-1.4352
Linda Southworth,854.352,3,0.2,10.6794
Linda Southworth,593.568,2,0.2,0
Linda Southworth,338.04,3,0.2,-33.804
Larry Hughes,271.96,5,0.2,16.9975
Steven Ward,11.21,1,0,3.363
Steven Ward,9.144,3,0.2,3.2004
Steven Ward,14.07,7,0,6.8943
Steven Ward,41.86,7,0,10.465
Steven Ward,8.544,2,0.2,2.8836
Steven Ward,579.136,4,0.2,21.7176
Stefania Perrino,141.372,2,0.3,-48.4704
Stefania Perrino,3.036,2,0.7,-2.3276
Stefania Perrino,4.503,1,0.7,-3.6024
Stefania Perrino,4.672,1,0.2,1.5768
Stefania Perrino,95.88,3,0.2,28.764
Stefania Perrino,17.024,2,0.2,1.7024
Stefania Perrino,258.696,3,0.2,64.674
Stefania Perrino,1931.958,7,0.4,-386.3916
Ben Ferrer,249.75,9,0,44.955
Ben Ferrer,255.936,8,0.2,28.7928
Becky Martin,113.79,3,0,20.4822
Becky Martin,78.15,1,0,34.386
Becky Martin,1.728,1,0.2,0.6048
Becky Martin,40.56,4,0,19.8744
Becky Martin,182.94,3,0,3.6588
Becky Martin,193.86,2,0,11.6316
Zuschuss Carroll,15.28,2,0,7.4872
Zuschuss Carroll,8.73,1,0,2.9682
Zuschuss Carroll,5.68,2,0,1.7608
Kean Thornton,2.78,2,0,0.7228
Kean Thornton,79.96,2,0,35.982
Brooke Gillingham,839.988,2,0.4,69.999
